article, year, half, quartile
3639, 14, 1, 1
3640, 14, 1, 1
3641, 14, 1, 1
3642, 14, 1, 1
3643, 14, 1, 1
3644, 14, 1, 1
3645, 14, 1, 1
3646, 14, 1, 1
3647, 14, 1, 1
3648, 14, 1, 1
3649, 14, 1, 1
3650, 14, 1, 2
3651, 14, 1, 2
3652, 14, 1, 2
3653, 14, 1, 2
3654, 14, 1, 2
3655, 14, 1, 2
3656, 14, 1, 2
3657, 14, 1, 2
3658, 14, 1, 2
3659, 14, 1, 2
3660, 14, 1, 2
3661, 14, 1, 2
3662, 14, 1, 2
3663, 14, 1, 2
3664, 14, 1, 2
3665, 14, 1, 2
3666, 14, 1, 2
3667, 14, 1, 2
3668, 14, 1, 2
3669, 14, 1, 2
3670, 14, 1, 2
3671, 14, 1, 2
3672, 14, 1, 2
3673, 14, 1, 2
3674, 14, 1, 2
3675, 14, 1, 2
3676, 14, 1, 2
3677, 14, 1, 2
3678, 14, 1, 2
3679, 14, 1, 2
3680, 14, 1, 2
3681, 14, 1, 2
3682, 14, 1, 2
3683, 14, 1, 2
3684, 14, 1, 2
3685, 14, 1, 2
3686, 14, 1, 2
3687, 14, 1, 2
3688, 14, 1, 2
3689, 14, 1, 2
3690, 14, 1, 2
3691, 14, 1, 2
3692, 14, 1, 2
3693, 14, 1, 2
3694, 14, 1, 2
3695, 14, 1, 2
3696, 14, 1, 2
3697, 14, 1, 2
3698, 14, 1, 2
3699, 14, 1, 2
3700, 14, 1, 2
3701, 14, 1, 2
3702, 14, 1, 2
3703, 14, 1, 2
3704, 14, 1, 2
3705, 14, 1, 2
3706, 14, 1, 2
3707, 14, 1, 2
3708, 14, 1, 2
3709, 14, 1, 2
3710, 14, 1, 2
3711, 14, 1, 2
3712, 14, 1, 2
3713, 14, 1, 2
3714, 14, 1, 2
3715, 14, 1, 2
3716, 14, 1, 2
3717, 14, 1, 2
3718, 14, 1, 2
3719, 14, 1, 2
3720, 14, 1, 2
3721, 14, 1, 2
3722, 14, 1, 2
3724, 14, 1, 2
3725, 14, 1, 2
3726, 14, 1, 2
3727, 14, 1, 2
3728, 14, 1, 2
3729, 14, 1, 2
3730, 14, 1, 2
3731, 14, 1, 2
3732, 14, 1, 2
3733, 14, 1, 2
3734, 14, 1, 2
3735, 14, 1, 2
3736, 14, 1, 2
3737, 14, 1, 2
3738, 14, 1, 2
3739, 14, 1, 2
3740, 14, 1, 2
3741, 14, 1, 2
3742, 14, 1, 2
3743, 14, 1, 2
3744, 14, 1, 2
3745, 14, 1, 2
3746, 14, 1, 2
3747, 14, 1, 2
3748, 14, 1, 2
3749, 14, 1, 2
3750, 14, 1, 2
3751, 14, 1, 2
3752, 14, 1, 2
3753, 14, 1, 2
3754, 14, 1, 2
3755, 14, 1, 2
3756, 14, 1, 2
3757, 14, 1, 2
3758, 14, 1, 2
3760, 14, 1, 2
3761, 14, 1, 2
3762, 14, 1, 2
3763, 14, 1, 2
3764, 14, 1, 2
3765, 14, 1, 2
3766, 14, 1, 2
3767, 14, 1, 2
3768, 14, 1, 2
3769, 14, 1, 2
3770, 14, 1, 2
3771, 14, 1, 2
3772, 14, 1, 2
3773, 14, 1, 2
3774, 14, 1, 2
3775, 14, 1, 2
3776, 14, 1, 2
3777, 14, 1, 2
3778, 14, 1, 2
3779, 14, 1, 2
3780, 14, 1, 2
3781, 14, 1, 2
3782, 14, 1, 2
3783, 14, 1, 2
3784, 14, 1, 2
3785, 14, 1, 2
3786, 14, 1, 2
3787, 14, 1, 2
3788, 14, 1, 2
3789, 14, 1, 2
3790, 14, 1, 2
3791, 14, 1, 2
3792, 14, 1, 2
3793, 14, 1, 2
3794, 14, 1, 2
3795, 14, 1, 2
3796, 14, 1, 2
3797, 14, 1, 2
3798, 14, 1, 2
3799, 14, 1, 2
3800, 14, 1, 2
3801, 14, 1, 2
3802, 14, 1, 2
3803, 14, 1, 2
3804, 14, 1, 2
3805, 14, 1, 2
3806, 14, 1, 2
3807, 14, 1, 2
3808, 14, 1, 2
3809, 14, 1, 2
3810, 14, 1, 2
3811, 14, 1, 2
3812, 14, 1, 2
3813, 14, 1, 2
3814, 14, 1, 2
3816, 14, 1, 2
3817, 14, 1, 2
3818, 14, 1, 2
3819, 14, 1, 2
3820, 14, 1, 2
3821, 14, 1, 2
3822, 14, 1, 2
3823, 14, 1, 2
3824, 14, 1, 2
3825, 14, 1, 2
3826, 14, 1, 2
3827, 14, 1, 2
3828, 14, 1, 2
3829, 14, 1, 2
3830, 14, 1, 2
3831, 14, 1, 2
3832, 14, 1, 2
3833, 14, 1, 2
3834, 14, 1, 2
3835, 14, 1, 2
3836, 14, 1, 2
3837, 14, 1, 2
3838, 14, 1, 2
3839, 14, 1, 2
3840, 14, 1, 2
3841, 14, 1, 2
3842, 14, 1, 2
3843, 14, 1, 2
3844, 14, 1, 2
3845, 14, 1, 2
3846, 14, 1, 2
3847, 14, 1, 2
3848, 14, 1, 2
3849, 14, 1, 2
3850, 14, 1, 2
3851, 14, 1, 2
3852, 14, 1, 2
3853, 14, 1, 2
3854, 14, 1, 2
3855, 14, 1, 2
3856, 14, 1, 2
3857, 14, 1, 2
3858, 14, 1, 2
3859, 14, 1, 2
3860, 14, 1, 2
3861, 14, 1, 2
3862, 14, 1, 2
3863, 14, 1, 2
3864, 14, 1, 2
3865, 14, 1, 2
3866, 14, 1, 2
3867, 14, 1, 2
3868, 14, 1, 2
3869, 14, 1, 2
3870, 14, 1, 2
3871, 14, 1, 2
3872, 14, 1, 2
3873, 14, 1, 2
3874, 14, 1, 2
3875, 14, 1, 2
3876, 14, 1, 2
3877, 14, 1, 2
3878, 14, 1, 2
3879, 14, 1, 2
3880, 14, 1, 2
3881, 14, 1, 2
3882, 14, 1, 2
3883, 14, 1, 2
3884, 14, 1, 2
3885, 14, 1, 2
3886, 14, 1, 2
3887, 14, 1, 2
3888, 14, 1, 2
3889, 14, 1, 2
3890, 14, 1, 2
3891, 14, 1, 2
3892, 14, 1, 2
3893, 14, 1, 2
3894, 14, 1, 2
3895, 14, 1, 2
3896, 14, 1, 2
3897, 14, 1, 2
3898, 14, 1, 2
3899, 14, 1, 2
3900, 14, 1, 2
3901, 14, 1, 2
3902, 14, 1, 2
3903, 14, 1, 2
3904, 14, 1, 2
3905, 14, 1, 2
3906, 14, 1, 2
3907, 14, 1, 2
3908, 14, 1, 2
3909, 14, 1, 2
3910, 14, 1, 2
3911, 14, 1, 2
3912, 14, 1, 2
3913, 14, 1, 2
3914, 14, 1, 2
3915, 14, 1, 2
3916, 14, 1, 2
3917, 14, 1, 2
3918, 14, 1, 2
3919, 14, 1, 2
3920, 14, 1, 2
3921, 14, 1, 2
3922, 14, 1, 2
3923, 14, 1, 2
3924, 14, 1, 2
3925, 14, 1, 2
3926, 14, 1, 2
3927, 14, 1, 2
3928, 14, 1, 2
3929, 14, 1, 2
3930, 14, 1, 2
3931, 14, 1, 2
3932, 14, 1, 2
3933, 14, 1, 2
3934, 14, 1, 2
3936, 14, 1, 2
3937, 14, 1, 2
3938, 14, 1, 2
3939, 14, 1, 2
3940, 14, 1, 2
3941, 14, 1, 2
3942, 14, 1, 2
3943, 14, 1, 2
3944, 14, 1, 2
3945, 14, 1, 2
3947, 14, 1, 2
3948, 14, 1, 2
3949, 14, 1, 2
3950, 14, 1, 2
3951, 14, 1, 2
3952, 14, 1, 2
3953, 14, 1, 2
3954, 14, 1, 2
3955, 14, 1, 2
3956, 14, 1, 2
3957, 14, 1, 2
3958, 14, 1, 2
3959, 14, 1, 2
3960, 14, 1, 2
3961, 14, 1, 2
3962, 14, 1, 2
3963, 14, 1, 2
3964, 14, 1, 2
3965, 14, 1, 2
3966, 14, 1, 2
3967, 14, 1, 2
3968, 14, 1, 2
3969, 14, 1, 2
3970, 14, 1, 2
3971, 14, 1, 2
3972, 14, 1, 2
3973, 14, 1, 2
3974, 14, 1, 2
3975, 14, 1, 2
3976, 14, 1, 2
3977, 14, 1, 2
3978, 14, 1, 2
3979, 14, 1, 2
3980, 14, 1, 2
3981, 14, 1, 2
3982, 14, 1, 2
3983, 14, 1, 2
3984, 14, 1, 2
3985, 14, 1, 2
3986, 14, 1, 2
3987, 14, 1, 2
3988, 14, 1, 2
3989, 14, 1, 2
3990, 14, 1, 2
3991, 14, 1, 2
3992, 14, 1, 2
3993, 14, 1, 2
3994, 14, 1, 2
3995, 14, 1, 2
3996, 14, 1, 2
3997, 14, 1, 2
3998, 14, 1, 2
3999, 14, 1, 2
4000, 14, 1, 2
4001, 14, 1, 2
4002, 14, 1, 2
4003, 14, 1, 2
4004, 14, 1, 2
4005, 14, 1, 2
4006, 14, 1, 2
4007, 14, 1, 2
4008, 14, 1, 2
4009, 14, 1, 2
4010, 14, 1, 2
4011, 14, 1, 2
4012, 14, 1, 2
4013, 14, 1, 2
4014, 14, 1, 2
4015, 14, 1, 2
4016, 14, 1, 2
4017, 14, 1, 2
4018, 14, 1, 2
4019, 14, 1, 2
4020, 14, 1, 2
4021, 14, 1, 2
4022, 14, 1, 2
4023, 14, 1, 2
4024, 14, 1, 2
